transaction_id,customer_id,customer_city,merchant_id,merchant_category,transaction_datetime,payment_method,device_type,amount,currency,account_balance,credit_score,geo_match,velocity_score,cashback_used,transaction_status,risk_level,is_fraud
TXN003068,CUST1013,Hyderabad,MER214,Travel,2026-11-11 13:40:00,NetBanking,Android,32376.39,INR,388112.61,374,Yes,88,Yes,Failed,Low,0
TXN003069,CUST0493,Pune,MER241,Healthcare,2026-06-27 18:03:00,Debit Card,iPhone,38445.52,INR,256794.23,567,Yes,16,Yes,Pending,Low,0
TXN003070,CUST0968,Delhi,MER237,Travel,2026-08-06 20:46:00,UPI,Web,4946.69,INR,476879.29,533,Yes,16,Yes,Failed,Medium,0
TXN003071,CUST0794,Pune,MER112,Food,2026-02-17 17:57:00,Credit Card,Android,46441.42,INR,67332.63,801,Yes,58,Yes,Failed,Low,0
TXN003072,CUST0645,Bengaluru,MER279,Healthcare,2026-02-03 10:58:00,UPI,Web,52749.73,INR,159415.2,470,Yes,54,Yes,Success,Medium,0
TXN003073,CUST0929,Mumbai,MER203,Food,2026-07-21 10:14:00,NetBanking,Android,8743.82,INR,5832.32,652,Yes,13,Yes,Success,Low,0
TXN003074,CUST0371,Delhi,MER033,Travel,2026-05-25 12:39:00,Credit Card,Android,34487.08,INR,98289.21,318,Yes,28,No,Success,Low,0
TXN003075,CUST1147,Pune,MER160,Food,2026-01-28 05:10:00,Debit Card,iPhone,2261.84,INR,308449.22,384,Yes,52,Yes,Failed,Medium,0
TXN003076,CUST0075,Delhi,MER187,Food,2026-09-11 10:41:00,NetBanking,Web,10729.07,INR,4593.12,509,No,30,Yes,Success,Medium,0
TXN003077,CUST0384,Hyderabad,MER068,Shopping,2026-01-25 20:14:00,UPI,iPhone,2061.14,INR,421698.39,890,No,49,Yes,Failed,Low,0
TXN003078,CUST0153,Delhi,MER052,Travel,2026-03-22 14:05:00,Credit Card,Android,2681.45,INR,296249.36,753,Yes,8,Yes,Failed,Low,0
TXN003079,CUST0413,Delhi,MER291,Entertainment,2026-09-05 16:19:00,Wallet,iPhone,35842.36,INR,169379.55,542,Yes,29,No,Success,High,0
TXN003080,CUST0570,Mumbai,MER114,Healthcare,2026-02-06 20:07:00,NetBanking,iPhone,73522.97,INR,436922.82,319,Yes,4,No,Success,Medium,0
TXN003081,CUST0739,Pune,MER048,Entertainment,2026-04-23 21:31:00,Wallet,Web,10638.14,INR,121342.93,424,No,51,No,Success,Low,0
TXN003082,CUST0759,Delhi,MER262,Entertainment,2026-09-03 22:46:00,Debit Card,iPhone,16901.67,INR,430313.64,594,Yes,8,Yes,Pending,Low,0
TXN003083,CUST0438,Mumbai,MER002,Food,2026-05-17 15:26:00,Debit Card,Android,57213.02,INR,300423.4,860,Yes,52,Yes,Pending,Low,0
TXN003084,CUST0704,Pune,MER297,Travel,2026-05-22 22:50:00,Wallet,iPhone,63876.24,INR,317364.83,321,No,52,Yes,Failed,High,0
TXN003085,CUST1056,Delhi,MER101,Entertainment,2026-08-08 22:40:00,Wallet,iPhone,11978.55,INR,213063.0,871,No,22,Yes,Success,Low,0
TXN003086,CUST1139,Hyderabad,MER042,Food,2026-10-29 14:42:00,Credit Card,iPhone,19296.71,INR,391714.39,647,Yes,37,No,Failed,Medium,0
TXN003087,CUST0293,Hyderabad,MER059,Entertainment,2026-11-27 04:25:00,NetBanking,iPhone,6647.28,INR,468893.39,645,Yes,9,No,Failed,High,0
TXN003088,CUST1147,Pune,MER026,Travel,2026-08-17 16:40:00,NetBanking,Android,27627.85,INR,490051.35,896,No,40,No,Success,Medium,1
TXN003089,CUST0277,Hyderabad,MER072,Healthcare,2026-04-03 13:17:00,Credit Card,iPhone,31865.9,INR,314964.75,338,Yes,73,Yes,Failed,Medium,0
TXN003090,CUST0541,Hyderabad,MER153,Bills,2026-01-16 00:03:00,Credit Card,Android,4270.36,INR,209752.9,750,No,15,No,Success,Medium,0
TXN003091,CUST0348,Delhi,MER166,Travel,2026-08-29 13:39:00,UPI,Android,976.3,INR,128048.29,395,No,54,Yes,Success,High,0
TXN003092,CUST0613,Pune,MER252,Shopping,2026-04-07 19:29:00,UPI,Android,2131.8,INR,194795.52,759,Yes,45,No,Pending,Low,0
TXN003093,CUST0419,Mumbai,MER208,Healthcare,2026-08-18 14:07:00,UPI,Android,41537.14,INR,380659.36,856,Yes,75,No,Pending,High,0
TXN003094,CUST0125,Hyderabad,MER146,Bills,2026-04-12 03:14:00,Wallet,iPhone,73170.55,INR,188635.82,774,No,49,Yes,Failed,Low,0
TXN003095,CUST0119,Pune,MER157,Travel,2026-10-17 04:39:00,NetBanking,Web,41639.94,INR,282827.9,664,No,2,Yes,Pending,Medium,0
TXN003096,CUST0706,Delhi,MER055,Shopping,2026-03-28 19:19:00,NetBanking,Web,9003.06,INR,429302.55,630,No,19,Yes,Success,Low,0
TXN003097,CUST0839,Delhi,MER289,Food,2026-07-15 09:57:00,UPI,Web,70413.55,INR,396036.15,841,Yes,100,No,Success,High,0
TXN003098,CUST0088,Delhi,MER100,Food,2026-06-07 16:10:00,Wallet,Android,64221.61,INR,444890.25,854,Yes,7,Yes,Pending,High,0
TXN003099,CUST0883,Hyderabad,MER238,Bills,2026-08-04 17:05:00,Credit Card,Web,21727.4,INR,344626.67,366,Yes,95,Yes,Failed,Low,0
TXN003100,CUST0072,Bengaluru,MER182,Bills,2026-04-17 18:20:00,Debit Card,iPhone,63347.99,INR,468167.17,584,Yes,56,Yes,Failed,Low,0
TXN003101,CUST0965,Mumbai,MER283,Entertainment,2026-04-22 02:46:00,Credit Card,Android,38247.41,INR,386081.86,625,No,53,No,Failed,High,0
TXN003102,CUST0335,Bengaluru,MER194,Travel,2026-09-26 06:47:00,Wallet,Android,23598.49,INR,82868.38,787,Yes,22,No,Success,Medium,0
TXN003103,CUST0162,Bengaluru,MER021,Shopping,2026-05-29 22:30:00,Wallet,iPhone,56708.33,INR,341935.32,411,No,9,Yes,Failed,Low,1
TXN003104,CUST1062,Mumbai,MER077,Healthcare,2026-10-12 01:14:00,NetBanking,iPhone,1598.87,INR,192940.48,860,Yes,83,No,Success,Medium,0
TXN003105,CUST0965,Pune,MER082,Entertainment,2026-04-08 14:02:00,Credit Card,Android,60780.03,INR,214452.23,546,No,33,Yes,Failed,Low,0
TXN003106,CUST0155,Bengaluru,MER135,Travel,2026-04-15 13:57:00,UPI,Android,40067.78,INR,172884.65,793,Yes,56,Yes,Failed,Low,0
TXN003107,CUST0588,Hyderabad,MER196,Travel,2026-01-10 03:57:00,Wallet,Android,4922.16,INR,128413.9,851,No,97,Yes,Pending,Medium,0
TXN003108,CUST0663,Delhi,MER214,Shopping,2026-06-14 14:11:00,Credit Card,Android,23416.45,INR,326301.69,705,No,76,Yes,Failed,Medium,0
TXN003109,CUST0039,Pune,MER280,Entertainment,2026-07-10 07:16:00,NetBanking,iPhone,17369.94,INR,112572.93,499,Yes,16,No,Pending,High,0
TXN003110,CUST0214,Hyderabad,MER192,Bills,2026-01-04 13:24:00,NetBanking,Web,27455.81,INR,484021.29,570,Yes,66,Yes,Pending,Low,0
TXN003111,CUST0379,Bengaluru,MER270,Travel,2026-06-07 08:53:00,UPI,iPhone,21112.0,INR,103407.5,686,Yes,70,No,Success,Medium,0
TXN003112,CUST1156,Mumbai,MER048,Healthcare,2026-02-01 02:05:00,Credit Card,iPhone,62590.72,INR,455538.53,455,Yes,67,Yes,Failed,Medium,1
TXN003113,CUST1075,Mumbai,MER142,Healthcare,2026-02-10 18:11:00,UPI,iPhone,526.51,INR,143827.97,722,No,75,Yes,Pending,Medium,0
TXN003114,CUST0834,Bengaluru,MER050,Travel,2026-11-16 14:14:00,Credit Card,Web,14835.18,INR,238056.78,434,Yes,82,No,Pending,High,0
TXN003115,CUST0708,Mumbai,MER297,Travel,2026-05-13 21:48:00,NetBanking,Web,7762.82,INR,125286.1,479,Yes,26,No,Failed,Low,0
TXN003116,CUST0501,Bengaluru,MER160,Food,2026-11-29 17:30:00,Wallet,Web,30618.52,INR,228083.25,313,Yes,66,No,Failed,High,0
TXN003117,CUST0514,Bengaluru,MER261,Food,2026-01-02 09:12:00,Debit Card,Web,74557.49,INR,16110.75,390,No,62,Yes,Success,High,0
TXN003118,CUST0454,Bengaluru,MER277,Shopping,2026-11-26 18:11:00,NetBanking,Android,38314.43,INR,470942.1,359,Yes,24,No,Pending,High,0
TXN003119,CUST0714,Mumbai,MER163,Travel,2026-10-29 07:06:00,Wallet,Web,7248.51,INR,258774.78,452,Yes,100,Yes,Success,Medium,0
TXN003120,CUST1048,Hyderabad,MER051,Entertainment,2026-02-01 03:05:00,Debit Card,iPhone,12571.15,INR,400085.39,463,Yes,7,No,Failed,High,0
TXN003121,CUST0573,Hyderabad,MER252,Food,2026-01-31 19:42:00,Debit Card,Web,2221.3,INR,491828.76,454,Yes,33,No,Failed,Low,0
TXN003122,CUST1151,Mumbai,MER215,Travel,2026-04-14 18:05:00,NetBanking,iPhone,74391.67,INR,154477.73,637,No,24,Yes,Failed,High,0
TXN003123,CUST0144,Hyderabad,MER114,Travel,2026-10-18 10:57:00,Wallet,iPhone,48497.59,INR,484462.08,325,No,98,Yes,Pending,High,0
TXN003124,CUST0835,Bengaluru,MER292,Healthcare,2026-01-18 22:14:00,Wallet,iPhone,51500.1,INR,386529.79,598,Yes,90,No,Pending,High,0
TXN003125,CUST0851,Hyderabad,MER125,Entertainment,2026-03-31 18:44:00,Wallet,Web,18840.57,INR,417316.62,680,No,100,Yes,Pending,Medium,0
TXN003126,CUST0928,Hyderabad,MER254,Healthcare,2026-05-12 20:52:00,NetBanking,Android,26528.84,INR,344308.17,583,No,65,Yes,Failed,Low,0
TXN003127,CUST1051,Mumbai,MER226,Shopping,2026-04-24 14:46:00,NetBanking,Web,40188.52,INR,452082.06,494,No,5,No,Success,Medium,0
TXN003128,CUST0720,Hyderabad,MER255,Entertainment,2026-01-23 15:50:00,Credit Card,Android,20038.08,INR,493061.08,829,Yes,80,No,Pending,High,1
TXN003129,CUST0816,Pune,MER002,Travel,2026-06-09 12:41:00,Wallet,Android,41000.86,INR,382264.24,598,Yes,29,Yes,Failed,Low,0
TXN003130,CUST0322,Hyderabad,MER282,Food,2026-07-06 14:21:00,Wallet,iPhone,36823.69,INR,160191.76,423,Yes,68,No,Success,High,0
TXN003131,CUST1016,Bengaluru,MER106,Healthcare,2026-10-15 21:16:00,Credit Card,Web,61917.76,INR,40958.78,430,No,5,Yes,Pending,Medium,0
TXN003132,CUST0088,Pune,MER207,Shopping,2026-06-13 05:23:00,Debit Card,iPhone,59579.71,INR,160352.24,608,No,28,Yes,Pending,Low,0
TXN003133,CUST0007,Delhi,MER202,Food,2026-11-14 06:50:00,Debit Card,iPhone,72941.31,INR,239943.64,835,No,15,Yes,Pending,Medium,0
TXN003134,CUST0884,Hyderabad,MER060,Bills,2026-11-16 21:21:00,UPI,Web,517.08,INR,172093.4,381,No,49,No,Success,High,0
TXN003135,CUST0768,Hyderabad,MER238,Entertainment,2026-08-03 18:22:00,UPI,Web,12356.0,INR,43226.26,518,Yes,98,No,Pending,Medium,0
TXN003136,CUST0742,Delhi,MER202,Food,2026-05-20 23:51:00,NetBanking,Android,24623.99,INR,134892.59,484,No,3,No,Success,Low,0
TXN003137,CUST0636,Bengaluru,MER223,Healthcare,2026-05-26 17:29:00,Wallet,Web,65333.06,INR,26039.33,418,No,97,No,Pending,High,0
TXN003138,CUST0041,Mumbai,MER215,Travel,2026-12-08 09:32:00,Debit Card,Web,2734.08,INR,223011.32,641,Yes,18,No,Success,High,0
TXN003139,CUST0338,Mumbai,MER107,Food,2026-08-07 16:39:00,Debit Card,iPhone,65990.04,INR,108508.85,371,Yes,11,Yes,Failed,High,0
TXN003140,CUST0063,Pune,MER244,Travel,2026-05-05 18:01:00,Wallet,iPhone,24279.18,INR,391039.28,870,No,17,Yes,Success,Medium,0
TXN003141,CUST0714,Hyderabad,MER270,Travel,2026-06-10 22:46:00,UPI,Web,48054.81,INR,340824.29,411,Yes,37,Yes,Success,Medium,0
TXN003142,CUST0778,Hyderabad,MER185,Healthcare,2026-08-27 23:57:00,Credit Card,Web,36436.43,INR,65181.33,435,No,77,No,Failed,Low,0
TXN003143,CUST0966,Delhi,MER169,Bills,2026-08-01 03:01:00,UPI,Android,35104.23,INR,16023.82,613,No,34,Yes,Success,High,0
TXN003144,CUST0611,Mumbai,MER287,Entertainment,2026-07-12 08:32:00,Credit Card,iPhone,52870.64,INR,420387.07,757,No,74,No,Success,Low,0
TXN003145,CUST1119,Bengaluru,MER219,Healthcare,2026-08-09 00:45:00,NetBanking,iPhone,50638.33,INR,301659.31,308,No,67,No,Success,High,0
TXN003146,CUST1105,Mumbai,MER166,Healthcare,2026-01-14 21:32:00,NetBanking,iPhone,68470.13,INR,305342.48,588,No,34,No,Failed,Low,0
TXN003147,CUST0742,Delhi,MER140,Shopping,2026-09-22 10:52:00,Credit Card,iPhone,34363.95,INR,280799.4,365,Yes,78,No,Failed,Medium,0
TXN003148,CUST0974,Delhi,MER029,Bills,2026-04-26 15:16:00,UPI,Web,62044.55,INR,123598.36,426,No,49,Yes,Success,Medium,1
TXN003149,CUST0064,Mumbai,MER161,Bills,2026-07-10 11:44:00,NetBanking,Web,40969.45,INR,344929.44,319,No,69,No,Failed,Medium,0
TXN003150,CUST0734,Pune,MER055,Travel,2026-07-29 14:42:00,NetBanking,Android,51.82,INR,419181.37,477,No,51,No,Pending,Medium,0
TXN003151,CUST0808,Mumbai,MER048,Bills,2026-10-11 03:42:00,Wallet,Android,51877.15,INR,259868.09,485,No,53,No,Pending,High,1
TXN003152,CUST0477,Mumbai,MER288,Bills,2026-03-17 14:17:00,NetBanking,Android,30848.95,INR,121653.27,502,Yes,96,No,Success,Medium,0
TXN003153,CUST0056,Bengaluru,MER130,Bills,2026-05-25 08:43:00,Debit Card,iPhone,51369.27,INR,283943.84,763,Yes,100,No,Success,Medium,0
TXN003154,CUST0509,Delhi,MER289,Entertainment,2026-05-03 12:14:00,Debit Card,Android,22284.79,INR,66846.06,776,No,22,Yes,Pending,High,0
TXN003155,CUST0362,Bengaluru,MER128,Shopping,2026-12-01 04:37:00,NetBanking,Android,2374.7,INR,266785.04,324,Yes,3,No,Success,Medium,0
TXN003156,CUST0727,Hyderabad,MER269,Bills,2026-08-14 08:49:00,Wallet,Web,24114.5,INR,20674.93,381,Yes,28,Yes,Success,Medium,0
TXN003157,CUST0558,Pune,MER161,Entertainment,2026-06-16 02:05:00,Debit Card,Web,9994.8,INR,345065.99,448,No,55,No,Success,High,0
TXN003158,CUST1169,Mumbai,MER124,Travel,2026-03-29 00:36:00,Debit Card,iPhone,60813.32,INR,469384.83,618,Yes,3,Yes,Pending,Medium,0
TXN003159,CUST0807,Hyderabad,MER043,Bills,2026-11-13 07:45:00,Credit Card,Web,19252.19,INR,420775.13,672,Yes,94,No,Failed,Low,0
TXN003160,CUST0629,Pune,MER250,Travel,2026-09-01 08:16:00,Credit Card,Web,1061.46,INR,204562.84,443,Yes,33,No,Failed,High,0
TXN003161,CUST0131,Mumbai,MER032,Travel,2026-10-05 00:21:00,NetBanking,iPhone,66992.98,INR,368976.26,721,No,87,Yes,Failed,Medium,0
TXN003162,CUST1051,Bengaluru,MER089,Entertainment,2026-07-05 17:37:00,NetBanking,Android,22717.56,INR,446413.48,515,No,28,No,Pending,Medium,0
TXN003163,CUST0881,Mumbai,MER273,Entertainment,2026-11-11 09:22:00,Wallet,Web,61919.85,INR,323613.2,808,Yes,98,Yes,Pending,Medium,1
TXN003164,CUST0150,Mumbai,MER132,Food,2026-06-18 15:29:00,Debit Card,Web,72663.2,INR,45016.73,624,Yes,48,Yes,Pending,Medium,0
TXN003165,CUST0646,Delhi,MER214,Entertainment,2026-05-08 21:53:00,UPI,Android,3903.27,INR,30668.76,323,No,14,Yes,Pending,High,0
TXN003166,CUST0448,Hyderabad,MER080,Shopping,2026-03-28 19:10:00,UPI,Android,26171.39,INR,60297.85,847,No,49,No,Success,High,0
TXN003167,CUST0262,Bengaluru,MER009,Entertainment,2026-04-27 15:50:00,Debit Card,Web,58697.25,INR,9415.62,898,Yes,100,Yes,Success,High,1
TXN003168,CUST0968,Bengaluru,MER255,Travel,2026-01-06 11:52:00,Debit Card,Web,26631.95,INR,95285.7,327,Yes,31,No,Pending,High,0
TXN003169,CUST0382,Bengaluru,MER082,Bills,2026-02-21 18:27:00,UPI,iPhone,57272.5,INR,340996.95,676,No,93,No,Success,High,1
TXN003170,CUST0788,Delhi,MER227,Healthcare,2026-09-09 17:55:00,Credit Card,Android,22628.97,INR,297554.9,894,No,27,Yes,Success,High,0
TXN003171,CUST1105,Bengaluru,MER261,Shopping,2026-10-05 09:13:00,Wallet,Web,51159.26,INR,220505.58,491,Yes,87,No,Failed,Low,1
TXN003172,CUST0913,Bengaluru,MER102,Food,2026-09-06 08:26:00,UPI,Web,54458.64,INR,301652.57,742,No,81,No,Failed,High,0
TXN003173,CUST0924,Delhi,MER175,Bills,2026-02-27 07:04:00,Debit Card,Web,51893.12,INR,373472.04,778,Yes,27,Yes,Failed,Low,1
TXN003174,CUST0731,Bengaluru,MER232,Shopping,2026-01-20 11:05:00,NetBanking,Web,70448.25,INR,435471.66,435,Yes,63,No,Pending,Low,0
TXN003175,CUST1199,Pune,MER237,Shopping,2026-03-17 18:54:00,NetBanking,Android,3442.51,INR,316760.94,565,No,62,No,Success,High,0
TXN003176,CUST0524,Delhi,MER007,Entertainment,2026-06-23 21:54:00,Credit Card,Web,12597.66,INR,51519.63,795,Yes,70,Yes,Success,Low,0
TXN003177,CUST0815,Hyderabad,MER093,Healthcare,2026-09-05 23:48:00,UPI,Web,13581.96,INR,197997.75,558,Yes,56,Yes,Pending,Medium,0
TXN003178,CUST0991,Pune,MER015,Bills,2026-09-10 19:34:00,NetBanking,Android,31144.86,INR,173937.31,753,No,54,No,Success,High,0
TXN003179,CUST0395,Pune,MER003,Food,2026-09-26 03:43:00,Wallet,Android,53049.5,INR,318134.04,837,Yes,23,Yes,Failed,Low,0
TXN003180,CUST1009,Delhi,MER036,Entertainment,2026-05-20 12:19:00,Wallet,Web,74187.98,INR,348171.07,515,Yes,71,No,Success,Medium,0
TXN003181,CUST0482,Pune,MER204,Bills,2026-02-21 01:54:00,Credit Card,Android,11144.58,INR,425800.07,607,No,95,No,Failed,Medium,0
TXN003182,CUST0806,Pune,MER221,Bills,2026-08-23 10:26:00,Credit Card,iPhone,8693.78,INR,454035.71,841,Yes,10,No,Success,High,0
TXN003183,CUST0330,Bengaluru,MER014,Healthcare,2026-08-29 13:18:00,Debit Card,iPhone,8858.51,INR,310705.95,845,Yes,93,Yes,Pending,Low,0
TXN003184,CUST0801,Delhi,MER239,Entertainment,2026-11-13 17:15:00,Wallet,Web,34218.39,INR,166190.08,679,No,97,No,Failed,High,0
TXN003185,CUST0461,Hyderabad,MER237,Entertainment,2026-04-27 13:57:00,NetBanking,Web,1616.19,INR,460752.48,800,Yes,3,Yes,Pending,Medium,0
TXN003186,CUST0824,Delhi,MER084,Travel,2026-10-08 16:20:00,UPI,Web,39703.44,INR,3225.0,623,Yes,25,No,Success,Low,0
TXN003187,CUST0357,Pune,MER238,Food,2026-01-01 18:44:00,UPI,Android,19795.09,INR,196932.03,779,No,44,No,Failed,Medium,0
TXN003188,CUST0890,Delhi,MER046,Bills,2026-03-18 18:09:00,NetBanking,Android,15190.0,INR,171407.89,406,No,19,Yes,Success,Low,0
TXN003189,CUST0336,Pune,MER244,Travel,2026-05-22 08:55:00,Credit Card,Web,63204.69,INR,124850.02,329,Yes,96,No,Pending,High,1
TXN003190,CUST1056,Hyderabad,MER041,Food,2026-03-02 12:51:00,Debit Card,Web,74178.23,INR,11328.3,611,Yes,8,No,Failed,High,1
TXN003191,CUST0190,Pune,MER069,Bills,2026-02-08 23:08:00,Wallet,Web,62173.31,INR,53745.78,878,Yes,85,No,Failed,Medium,0
TXN003192,CUST0684,Mumbai,MER215,Bills,2026-03-15 12:53:00,Wallet,Android,73063.73,INR,37273.07,762,Yes,51,No,Pending,High,0
TXN003193,CUST0630,Pune,MER149,Bills,2026-11-19 17:14:00,Credit Card,iPhone,32497.14,INR,437558.43,618,No,71,No,Success,High,0
TXN003194,CUST0703,Mumbai,MER163,Bills,2026-06-11 17:59:00,Wallet,Web,35006.68,INR,291887.84,883,No,92,No,Success,High,0
TXN003195,CUST0791,Pune,MER115,Entertainment,2026-02-28 15:35:00,Credit Card,Web,62225.48,INR,240730.18,330,Yes,34,Yes,Pending,Medium,0
TXN003196,CUST0158,Delhi,MER050,Healthcare,2026-08-11 01:34:00,Wallet,Web,53441.98,INR,334047.09,527,Yes,29,Yes,Pending,Medium,0
TXN003197,CUST0690,Bengaluru,MER215,Food,2026-09-13 14:19:00,UPI,iPhone,36585.05,INR,319677.88,652,Yes,30,No,Success,Medium,0
TXN003198,CUST1188,Pune,MER223,Travel,2026-07-19 08:29:00,NetBanking,Android,9445.35,INR,161135.58,718,No,7,Yes,Success,High,0
TXN003199,CUST0172,Bengaluru,MER111,Shopping,2026-12-05 23:42:00,Credit Card,iPhone,40145.29,INR,408021.73,509,No,32,No,Failed,High,0
TXN003200,CUST1070,Hyderabad,MER227,Healthcare,2026-08-18 00:14:00,Credit Card,iPhone,4611.53,INR,244133.65,601,No,13,No,Failed,Medium,0
TXN003201,CUST1006,Delhi,MER124,Food,2026-08-13 17:28:00,Wallet,iPhone,10835.54,INR,250388.32,433,Yes,18,No,Pending,Low,0
TXN003202,CUST0353,Bengaluru,MER172,Food,2026-06-03 03:28:00,Credit Card,Web,54708.0,INR,355068.94,341,No,45,No,Pending,Low,0
TXN003203,CUST0422,Mumbai,MER053,Travel,2026-05-03 22:09:00,NetBanking,Android,28334.48,INR,66186.63,873,No,51,No,Success,Medium,0
TXN003204,CUST0906,Delhi,MER134,Bills,2026-06-04 20:33:00,Debit Card,Web,546.39,INR,91870.36,432,No,52,No,Pending,Medium,0
TXN003205,CUST0365,Pune,MER245,Shopping,2026-01-27 06:27:00,Wallet,Android,70507.23,INR,124520.87,447,No,42,No,Pending,Medium,1
TXN003206,CUST0670,Pune,MER012,Shopping,2026-10-21 07:14:00,Wallet,iPhone,2206.81,INR,341792.19,839,Yes,63,No,Failed,Medium,0
TXN003207,CUST0236,Mumbai,MER280,Entertainment,2026-04-01 22:07:00,UPI,Android,40110.42,INR,228612.42,347,No,69,Yes,Success,Medium,0
TXN003208,CUST0262,Delhi,MER186,Travel,2026-04-15 11:17:00,NetBanking,Web,45506.44,INR,60229.76,315,Yes,47,Yes,Failed,Low,0
TXN003209,CUST0723,Delhi,MER209,Food,2026-10-21 23:16:00,Debit Card,Android,36550.47,INR,52497.57,892,Yes,5,Yes,Failed,High,0
TXN003210,CUST0163,Mumbai,MER296,Healthcare,2026-10-26 07:39:00,Credit Card,iPhone,58195.16,INR,260368.96,588,Yes,87,Yes,Success,Medium,0
TXN003211,CUST0907,Hyderabad,MER054,Shopping,2026-05-21 05:43:00,NetBanking,iPhone,35622.44,INR,98123.09,304,Yes,88,No,Failed,Medium,0
TXN003212,CUST0517,Pune,MER270,Food,2026-08-28 05:06:00,Credit Card,Android,36569.25,INR,396872.68,850,Yes,22,Yes,Failed,Medium,0
TXN003213,CUST0668,Bengaluru,MER152,Food,2026-02-26 06:30:00,NetBanking,Android,62112.23,INR,232827.18,557,No,17,No,Pending,Medium,0
TXN003214,CUST1075,Pune,MER087,Travel,2026-07-20 07:09:00,Wallet,iPhone,41641.2,INR,210470.95,723,Yes,2,Yes,Failed,High,0
TXN003215,CUST0247,Bengaluru,MER283,Healthcare,2026-01-05 22:02:00,UPI,Web,40790.36,INR,124467.02,300,No,25,No,Pending,Low,0
TXN003216,CUST1073,Hyderabad,MER083,Entertainment,2026-08-27 17:07:00,Credit Card,Android,40970.68,INR,454266.91,495,Yes,59,Yes,Success,High,0
TXN003217,CUST1170,Mumbai,MER086,Travel,2026-11-14 21:15:00,NetBanking,iPhone,4707.84,INR,189852.4,700,Yes,15,No,Failed,Low,0
TXN003218,CUST0139,Bengaluru,MER288,Food,2026-06-12 03:26:00,UPI,Web,26142.81,INR,447489.45,765,Yes,80,Yes,Pending,High,0
TXN003219,CUST0317,Bengaluru,MER210,Travel,2026-05-01 22:13:00,NetBanking,Android,23132.85,INR,153869.35,471,No,26,No,Pending,High,0
TXN003220,CUST0182,Pune,MER073,Entertainment,2026-03-25 15:09:00,Credit Card,iPhone,20214.4,INR,182258.08,837,No,59,Yes,Pending,High,0
TXN003221,CUST0442,Bengaluru,MER050,Bills,2026-01-30 17:25:00,NetBanking,Android,16595.49,INR,175722.23,868,No,47,Yes,Success,High,0
TXN003222,CUST0177,Delhi,MER300,Healthcare,2026-09-01 15:56:00,UPI,Web,47725.67,INR,429282.38,604,Yes,55,No,Pending,Medium,0
TXN003223,CUST0087,Mumbai,MER238,Healthcare,2026-10-12 06:17:00,NetBanking,Web,47048.75,INR,341432.38,398,No,43,No,Pending,Low,0
TXN003224,CUST0248,Hyderabad,MER083,Healthcare,2026-04-12 18:51:00,Debit Card,Web,60723.37,INR,151124.93,795,No,76,No,Success,Low,0
TXN003225,CUST0377,Bengaluru,MER265,Bills,2026-05-07 04:35:00,NetBanking,Android,43232.25,INR,490045.38,805,Yes,3,Yes,Pending,High,0
TXN003226,CUST0043,Pune,MER292,Bills,2026-04-14 20:19:00,Credit Card,Web,49656.99,INR,332528.22,629,No,42,Yes,Pending,High,0
TXN003227,CUST0766,Hyderabad,MER257,Food,2026-09-13 15:56:00,NetBanking,iPhone,9681.0,INR,212749.36,313,Yes,14,No,Pending,High,0
TXN003228,CUST0433,Hyderabad,MER079,Shopping,2026-09-14 05:11:00,Credit Card,iPhone,42168.2,INR,310718.26,592,No,87,Yes,Success,Low,0
TXN003229,CUST1172,Pune,MER202,Entertainment,2026-06-13 06:48:00,Credit Card,iPhone,72982.53,INR,347511.21,735,Yes,80,No,Failed,High,1
TXN003230,CUST0589,Bengaluru,MER246,Bills,2026-04-16 03:58:00,Wallet,iPhone,36354.63,INR,122165.2,355,Yes,43,No,Success,High,0
TXN003231,CUST0194,Pune,MER019,Entertainment,2026-09-09 12:14:00,Wallet,Android,40254.07,INR,134250.29,771,No,81,Yes,Pending,Low,0
TXN003232,CUST0316,Mumbai,MER100,Food,2026-04-26 01:31:00,NetBanking,iPhone,61501.5,INR,437940.65,767,Yes,28,No,Pending,High,0
TXN003233,CUST0775,Delhi,MER231,Shopping,2026-09-22 22:27:00,Debit Card,iPhone,56322.99,INR,70252.39,821,No,72,No,Failed,High,0
TXN003234,CUST0873,Hyderabad,MER137,Healthcare,2026-06-23 15:40:00,NetBanking,Android,27019.53,INR,329263.45,617,No,15,Yes,Success,Low,0
TXN003235,CUST0535,Hyderabad,MER136,Shopping,2026-11-05 22:23:00,Credit Card,Android,4050.23,INR,143571.37,821,No,18,No,Pending,High,0
TXN003236,CUST0933,Pune,MER147,Food,2026-09-09 00:21:00,Debit Card,iPhone,73183.73,INR,18577.94,694,Yes,98,Yes,Failed,Low,1
TXN003237,CUST0217,Pune,MER268,Food,2026-08-04 00:12:00,Wallet,Web,32066.39,INR,61192.37,847,No,47,No,Failed,High,0
TXN003238,CUST1075,Pune,MER098,Travel,2026-11-19 00:54:00,Credit Card,iPhone,20970.08,INR,39201.92,771,No,93,Yes,Success,High,0
TXN003239,CUST0773,Hyderabad,MER236,Shopping,2026-12-09 13:08:00,Credit Card,iPhone,455.54,INR,26749.39,570,Yes,76,No,Pending,Low,0
TXN003240,CUST0458,Hyderabad,MER294,Shopping,2026-06-21 05:47:00,Debit Card,Web,32897.93,INR,103541.5,613,No,50,Yes,Pending,High,0
